Actor MLP: Sequential(
  (0): Linear(in_features=33, out_features=512, bias=True)
  (1): ELU(alpha=1.0)
  (2): Linear(in_features=512, out_features=256, bias=True)
  (3): ELU(alpha=1.0)
  (4): Linear(in_features=256, out_features=128, bias=True)
  (5): ELU(alpha=1.0)
  (6): Linear(in_features=128, out_features=8, bias=True)
)
Critic MLP: Sequential(
  (0): Linear(in_features=33, out_features=512, bias=True)
  (1): ELU(alpha=1.0)
  (2): Linear(in_features=512, out_features=256, bias=True)
  (3): ELU(alpha=1.0)
  (4): Linear(in_features=256, out_features=128, bias=True)
  (5): ELU(alpha=1.0)
  (6): Linear(in_features=128, out_features=1, bias=True)
)
=== Stage 1: 0.1 m/s ===
[WandB] Iter 22 | reward=0.02 | loss=0.0329
[WandB] Iter 22 | reward=0.02 | loss=0.0329
[WandB] Iter 23 | reward=0.02 | loss=0.0299
[WandB] Iter 23 | reward=0.02 | loss=0.0299
[WandB] Iter 24 | reward=0.02 | loss=0.0290
[WandB] Iter 24 | reward=0.02 | loss=0.0290
[WandB] Iter 25 | reward=0.02 | loss=0.0289
[WandB] Iter 25 | reward=0.02 | loss=0.0289
[WandB] Iter 26 | reward=0.03 | loss=0.0288
[WandB] Iter 26 | reward=0.03 | loss=0.0288
[WandB] Iter 27 | reward=0.03 | loss=0.0284
[WandB] Iter 27 | reward=0.03 | loss=0.0284
[WandB] Iter 28 | reward=0.03 | loss=0.0303
[WandB] Iter 28 | reward=0.03 | loss=0.0303
[WandB] Iter 29 | reward=0.03 | loss=0.0330
[WandB] Iter 29 | reward=0.03 | loss=0.0330
[WandB] Iter 30 | reward=0.03 | loss=0.0352
[WandB] Iter 30 | reward=0.03 | loss=0.0352
[WandB] Iter 31 | reward=0.03 | loss=0.0348
[WandB] Iter 31 | reward=0.03 | loss=0.0348
[WandB] Iter 32 | reward=0.04 | loss=0.0376
[WandB] Iter 32 | reward=0.04 | loss=0.0376
[WandB] Iter 33 | reward=0.04 | loss=0.0413
[WandB] Iter 33 | reward=0.04 | loss=0.0413
[WandB] Iter 34 | reward=0.04 | loss=0.0463
[WandB] Iter 34 | reward=0.04 | loss=0.0463
[WandB] Iter 35 | reward=0.04 | loss=0.0510
[WandB] Iter 35 | reward=0.04 | loss=0.0510
[WandB] Iter 36 | reward=0.04 | loss=0.0513
[WandB] Iter 36 | reward=0.04 | loss=0.0513
[WandB] Iter 37 | reward=0.04 | loss=0.0578
[WandB] Iter 37 | reward=0.04 | loss=0.0578
[WandB] Iter 38 | reward=0.04 | loss=0.0583
[WandB] Iter 38 | reward=0.04 | loss=0.0583
[CustomRunner] ✅ Saved full checkpoint to logs/test_logging/model_final.pt
=== Trained model saved at logs/test_logging/model_final.pt ===
